[l_1, u_1] | [l_2, u_2]; action; prediction; prediction error; fitness; numerosity; experience
[0.0, 1.0] | [1.0, 0.7513763265328539];java.awt.Color[r=255,g=255,b=0];4.9E-324;1.0E-323;0.04513973954925747;10;4128
[0.5509777415346577, 0.31504723063513673] | [0.8115701751162202, 1.0];java.awt.Color[r=229,g=178,b=146];4.742502486800274E-42;6.307528307444357E-40;0.027588372397369568;3;770
[0.13683273651387923, 0.24151761365479082] | [0.7670369884134336, 0.6894892728622006];java.awt.Color[r=229,g=178,b=146];999.999997384096;6.753268107288798E-5;0.09317965098360131;3;110
[0.9194748808128554, 0.3115574014698699] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.047497341715044335;4;1292
[0.5002652228322662, 0.8127267831398005] | [0.1903129565274948, 0.8135314144307977];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.022178476468192567;3;3126
[0.3730324847816896, 0.312788525473799] | [0.6335350088446393, 0.877118435013333];java.awt.Color[r=0,g=0,b=0];999.9999931237168;1.6732289118083637E-4;0.21742914076512682;8;202
[0.7070339790093505, 0.1900877566974675] | [0.37424463518618145, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.0259241296325696;5;5386
[0.5643042754415206, 0.37519963138031465] | [0.8130871119008282, 0.9274766617744791];java.awt.Color[r=255,g=255,b=255];999.9999999999999;2.0666392804315112E-13;0.1498646723125061;9;310
[0.0, 0.9532271636003196] | [0.0, 1.0];java.awt.Color[r=255,g=255,b=0];1.3587852416341633E-49;2.1151760636641758E-47;0.04610010929065816;10;15362
[0.5002652228322662, 0.4381681211056917] | [0.2509213302569842, 0.1960670565291899];java.awt.Color[r=255,g=255,b=255];999.9835092629719;0.24054402613746043;0.42776930193929025;10;42
[0.5437948323947026, 0.37090218384134754] | [0.3779256169021998, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];451.8400000149682;520.9600004440559;0.003954456742678518;5;188
[0.4365808620510186, 0.5165811461822589] | [0.6188171103691904, 0.646012200234612];java.awt.Color[r=0,g=0,b=255];191.52124923508111;475.0583157474152;0.01183194541675779;3;42
[0.24954580932454037, 0.3111675339017252] | [0.9395031838402169, 0.7941923482169102];java.awt.Color[r=255,g=255,b=255];4.564888164220277E-86;1.2066238586140192E-83;0.08328784775119141;4;144
[0.0, 0.9456813613008421] | [0.0, 0.1874696615688766];java.awt.Color[r=139,g=69,b=19];5.666519618402673E-88;1.5356268165871228E-85;0.04144890087982893;7;2876
[0.0, 0.9456813613008421] | [0.0, 0.18764274358137834];java.awt.Color[r=139,g=69,b=19];5.666519618402673E-88;1.5356268165871228E-85;0.060784432359661834;10;2874
[0.93838748982274, 1.0] | [0.12561532051926178, 0.3206569939001594];java.awt.Color[r=255,g=255,b=255];4.732154250157417E-79;1.153068460258288E-76;0.061779494495712205;2;196
[0.0, 0.044672863295584245] | [0.11638535063208785, 0.3171659416740246];java.awt.Color[r=255,g=0,b=0];1.7277411092440937E-130;6.779176122352211E-128;0.09982393088486342;5;124
[0.0, 0.8759908997513834] | [0.5265513466169542, 0.8483970796291981];java.awt.Color[r=139,g=69,b=19];1.150482773477448E-72;2.5885862403242532E-70;0.04021298887808547;7;4404
[0.7005893120391722, 0.7448766466534995] | [0.20320990718776172, 0.3137844664772133];java.awt.Color[r=229,g=178,b=146];999.9999958742295;1.0314427342347763E-4;0.16329080749781552;6;86
[0.93838748982274, 0.8806755951268586] | [0.1406676075042494, 0.1902963604688874];java.awt.Color[r=255,g=255,b=255];999.9997441274078;0.0051174518453726645;0.06576808593208174;2;48
[0.6652380632362741, 0.6200701631914154] | [0.2474527385288252, 0.2573311372011001];java.awt.Color[r=255,g=0,b=0];505.0;495.0;0.006000000134596571;1;2
[1.0, 0.9386277609835232] | [0.8724460519792462, 0.7645898575936387];java.awt.Color[r=255,g=255,b=255];2.231651956218027E-112;7.542983612016942E-110;0.22560562672426537;6;124
[0.3742666027530201, 0.4372436416042886] | [0.5269789656832707, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];1000.0;4.9E-324;0.0608073863487046;3;288
[0.12297989151188139, 0.09154882591368985] | [1.0, 0.3381837539404388];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.05696337089880955;4;346
[0.2520487384095857, 0.2430573099681667] | [0.754391273586984, 0.6565044912401622];java.awt.Color[r=229,g=178,b=146];382.30563098967536;615.779006026333;0.006343480742239864;1;6
[0.623336917211467, 0.4953750876437609] | [0.626178736117557, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.11608307531791166;13;702
[0.8130789131490623, 1.0] | [0.5619588780116405, 0.44226098882935333];java.awt.Color[r=255,g=255,b=255];1000.0;6.500290685416947E-58;0.15033297506971513;9;384
[0.5629930486286161, 0.6208785408982747] | [0.3859217111243562, 0.6210584399851802];java.awt.Color[r=0,g=0,b=255];1000.0;2.5171501374044197E-105;0.13841974352550915;6;188
[0.30862498751331563, 0.43527831449721116] | [0.6250072901621162, 0.30773635581395514];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.136875719897988E-13;0.09373435600474685;6;580
[0.06511328796504745, 0.12645360694666713] | [0.25050483560256553, 0.875463290762907];java.awt.Color[r=255,g=255,b=255];3.631125942457938E-39;4.514699921789365E-37;0.07752821350475193;8;542
[0.33174656898823207, 0.8759908997513834] | [0.3128188015990355, 0.4209284120332097];java.awt.Color[r=139,g=69,b=19];5.932909464958965E-110;1.951927213971504E-107;0.023902585820619295;4;862
[0.45423453431190536, 0.5625052534999891] | [0.3831472733665207, 0.43232428972288717];java.awt.Color[r=255,g=0,b=0];2.0991805366036304E-10;7.916693075993315E-9;0.18959155665921823;7;80
[0.310726468855405, 0.4828022232044613] | [0.06279533927502881, 0.310823821024267];java.awt.Color[r=229,g=178,b=146];1.206123446565856E-281;1.0284212587718195E-278;0.07328714151527685;11;604
[0.35323386310397287, 0.12465973262054433] | [0.4365328198967813, 0.6184893040576542];java.awt.Color[r=229,g=178,b=146];999.8871556037018;1.316517956812782;0.02165581883741524;1;596
[0.1985640823285472, 0.8759908997513834] | [0.3778427944300354, 1.0];java.awt.Color[r=139,g=69,b=19];3.645179575270797E-106;1.1871134816798551E-103;0.015555227051348257;3;6094
[0.0, 0.044672863295584245] | [0.0, 0.3171659416740246];java.awt.Color[r=255,g=0,b=0];3.9503678872632873E-23;2.975943808405009E-21;0.05004228696636882;5;192
[0.6249731705907376, 0.05487078993841219] | [0.24915076694261468, 0.0];java.awt.Color[r=229,g=178,b=146];1.32070038E-315;1.26038839307E-312;0.03452761358842101;4;1950
[0.5730450230616132, 0.9051195981430701] | [0.8746863832374483, 1.0];java.awt.Color[r=229,g=178,b=146];3.785712572156965E-78;9.1109482569911E-76;0.025478860227872435;3;578
[0.3055540866520771, 0.19188136067069675] | [0.25075070394810073, 0.3133335762156977];java.awt.Color[r=139,g=69,b=19];2.42783121640777;18.669569440734314;0.794159999118866;14;94
[0.016390923064746245, 1.0] | [0.0, 1.0];java.awt.Color[r=255,g=255,b=0];2.2646405241666774E-49;3.51019319876425E-47;0.01844005321926334;4;13950
[0.8748768582371576, 1.0] | [0.19560379190869304, 0.760474860571158];java.awt.Color[r=0,g=0,b=255];4.1772841226433724E-140;1.7809154642869608E-137;0.02835781105596962;4;1042
[0.37317039656387696, 0.31670309974971633] | [0.6208614356049754, 0.877118435013333];java.awt.Color[r=0,g=0,b=0];999.99999587423;1.0314425350670543E-4;0.37011976973600397;14;168
[1.0, 0.7465032372992113] | [0.7501342044877395, 0.5792211104171291];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.04350759908510448;5;634
[0.538705940586347, 0.6242221787449298] | [0.12316497766438488, 0.12441377340296092];java.awt.Color[r=255,g=0,b=0];395.44999999999993;540.0;0.011534657906250304;1;2
[0.5437948323947026, 0.3577235715120544] | [0.3779256169021998, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];451.84000000193987;520.9600000627227;0.01044782683264808;8;170
[1.0, 0.5244765238407887] | [0.6947325011799791, 0.31311164353014254];java.awt.Color[r=229,g=178,b=146];1.1684298992126534E-76;2.7691788797322622E-74;0.028990798428931798;4;2480
[0.24840617621355968, 0.0] | [1.0, 0.8750792840309721];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.12995059871526984;10;436
[0.37502556362495865, 0.22736875235938458] | [0.25075070394810073, 0.1894357596974125];java.awt.Color[r=139,g=69,b=19];999.8119067128908;2.0692328514747196;0.09950818576955235;4;138
[0.33174656898823207, 0.8759908997513834] | [0.3128188015990355, 0.44357024442790505];java.awt.Color[r=139,g=69,b=19];5.383444784718776E-132;2.128255171558826E-129;0.03133536825507213;5;962
[0.0, 0.0639565361191675] | [0.3062896609382542, 0.1858295617373808];java.awt.Color[r=255,g=255,b=255];999.9999999998743;4.860540024758995E-9;0.14164470140885;4;110
[0.0, 0.8752161345417547] | [0.43757723213690053, 1.0];java.awt.Color[r=139,g=69,b=19];1.0855946852262517E-123;4.1071665591059864E-121;0.015872736363985732;3;6436
[0.561026864354909, 0.6242221787449298] | [0.12316497766438488, 0.31815047992803025];java.awt.Color[r=255,g=0,b=0];1000.0;1.3891618570856921E-27;0.2579674787547273;9;122
[0.33174656898823207, 0.8591920039077807] | [0.31162472403590363, 0.4209284120332097];java.awt.Color[r=139,g=69,b=19];1.186581892991793E-109;3.903854427943008E-107;0.02549320584883462;4;742
[0.2520487384095857, 0.3671760328565826] | [0.74248099385082, 0.6893273377337348];java.awt.Color[r=229,g=178,b=146];1.4018675217449588E-158;6.769131463643474E-156;0.08539137035687086;3;76
[0.43710601271063143, 0.625051837535084] | [0.0, 1.0];java.awt.Color[r=229,g=178,b=146];1.7738461810473527E-297;1.5976441573218593E-294;0.08553952824967408;11;2452
[0.188404914159064, 0.43799110378798667] | [0.13600417238336776, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.01894926677679237;3;2652
[0.6885368689030688, 0.6245941838464578] | [0.8612819750165298, 0.7521070897764082];java.awt.Color[r=229,g=178,b=146];1000.0;4.2555735371447815E-24;0.1218553077145049;4;96
[0.9670330015353495, 0.3115574014698699] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.05851018278481815;6;1046
[0.21947054959316115, 0.3755131512240121] | [0.1903129565274948, 0.8753008828332817];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.047168315049520675;6;1354
[0.9377943804134617, 0.8750735590619094] | [0.5626958542986997, 0.5783831772861137];java.awt.Color[r=139,g=69,b=19];1000.0;1.722182520217315E-139;0.0755289163476342;1;18
[0.0, 0.12421155303465328] | [0.16381485242633198, 0.5343914522290829];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03251354628830614;4;600
[0.1985640823285472, 0.8759908997513834] | [0.37283072829155406, 1.0];java.awt.Color[r=139,g=69,b=19];1.3122646470974866E-106;4.291105396008778E-104;0.010370152387089366;2;5268
[0.3112310957303, 0.0] | [0.3750580336202738, 0.31462724255738];java.awt.Color[r=229,g=178,b=146];1.5516213271472497E-287;1.3458248464054155E-284;0.09566905390185637;5;256
[0.5002652228322662, 0.8127267831398005] | [0.19077076297512346, 0.8249678962497533];java.awt.Color[r=255,g=255,b=255];4.0781210630496957E-69;8.740772811803161E-67;0.03000015256678758;4;2388
[0.3742666027530201, 0.43709117817862814] | [0.43490077351699924, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];1000.0;5.403065761524208E-48;0.02006250973756917;1;306
[0.4956604011171304, 0.5822387865101768] | [0.6247421184679036, 0.8128091088986057];java.awt.Color[r=255,g=0,b=0];1000.0;1.2716033776374949E-89;0.08443269986432403;3;186
[0.12421565351765598, 0.06699973292203247] | [0.6366692237733356, 0.8755773545212268];java.awt.Color[r=255,g=255,b=255];4.770980954105889E-100;1.4631008259258052E-97;0.052275721470319045;2;134
[0.251151756328733, 0.31551031805593205] | [0.9319721810310965, 0.8646030367467094];java.awt.Color[r=255,g=255,b=255];1.3659667190303984E-76;3.2463630470635285E-74;0.2993798109280854;5;54
[0.6906530720701337, 0.6285208530073748] | [0.6252939599169371, 0.6850621453396389];java.awt.Color[r=0,g=0,b=255];1000.0;3.2321495416374173E-19;0.07423445555825423;2;52
[0.1897268597784362, 0.8759908997513834] | [0.38673726128946323, 0.8005630627029349];java.awt.Color[r=139,g=69,b=19];8.946154046560633E-74;2.042705173964675E-71;0.02906222670088264;6;3404
[1.0, 0.23086894503116104] | [0.9468319956235609, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.05838715253682939;7;540
[0.5535372868734558, 0.48797879591771914] | [0.607435363551671, 0.5916700436248783];java.awt.Color[r=255,g=0,b=0];0.6479999999999999;2.3760000000000003;0.1669586409186827;3;10
[0.1877030438510175, 0.43709117817862814] | [0.5412292934500683, 0.3741954099371848];java.awt.Color[r=229,g=178,b=146];999.8119260061696;2.068813932134398;0.023239340238989874;1;436
[0.3007252377555928, 0.43709117817862814] | [0.6250072901621162, 0.310823821024267];java.awt.Color[r=229,g=178,b=146];999.9998526173869;0.002996779800685151;0.032320311384892574;1;482
[0.2500184519784991, 0.2518429793156837] | [0.9452699848915469, 0.7557683610214393];java.awt.Color[r=229,g=178,b=146];999.9999992832747;1.8399856138371762E-5;0.41352751624034423;1;6
[1.0, 0.5021258490280456] | [0.6947325011799791, 0.31311164353014254];java.awt.Color[r=229,g=178,b=146];1.977761398163858E-80;4.911440817528811E-78;0.02999047057894604;4;2170
[0.1905995857011314, 0.8737169727169388] | [0.3719722626909856, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.015555228580634052;3;4784
[0.5663399277561207, 0.6262694609725951] | [0.7700512420221929, 0.8749890940770744];java.awt.Color[r=255,g=0,b=0];999.9999999999978;9.291211231028E-11;0.3888977856626735;15;60
[0.7429788911543267, 0.6285208530073748] | [0.32064376872193306, 0.37249890313974654];java.awt.Color[r=0,g=0,b=255];1000.0;9.040538146262455E-115;0.02055525988687435;1;58
[0.43878793191234317, 0.844863122079414] | [0.699920315962262, 0.310045692842534];java.awt.Color[r=229,g=178,b=146];4.078121257787994E-69;8.740773269438179E-67;0.05020682258628478;6;1830
[0.5002652228322662, 0.4381681211056917] | [0.2509213302569842, 0.21319482924425368];java.awt.Color[r=255,g=255,b=255];999.8939638822784;1.2992903789779047;0.046471039907709295;1;20
[0.5640574638400688, 0.69048313920153] | [0.37589655925623133, 0.6239734533611897];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.06907010639224727;7;368
[0.4750793640456704, 0.5822133774729255] | [0.3831472733665207, 0.43232428972288717];java.awt.Color[r=255,g=0,b=0];2.0976664697712875E-96;6.083232762336745E-94;0.10849736574949873;4;58
[1.0, 0.8752365727717083] | [0.43936983625366094, 0.18939980059912703];java.awt.Color[r=139,g=69,b=19];1000.0;1.0161761566981487E-50;0.11746331885796656;7;336
[0.320507125318168, 0.26258734256945737] | [0.38386582741107417, 0.30320166694114226];java.awt.Color[r=139,g=69,b=19];724.4254820688402;513.5850761759234;0.09044133661687678;3;50
[0.9467231100644635, 0.0] | [0.12473916878164569, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.05811016924422201;7;1230
[0.06418399517970604, 0.08872364126887736] | [0.25050483560256553, 0.8793211007317028];java.awt.Color[r=255,g=255,b=255];2.0663444039055853E-110;6.942917197122774E-108;0.05462943135105602;7;126
[0.251151756328733, 0.31551031805593205] | [0.9224236992876192, 0.8382237485677582];java.awt.Color[r=255,g=255,b=255];1.0621757207180375E-77;2.559777762753867E-75;0.030159826945144776;1;60
[0.2446663341954257, 0.12538039017826075] | [0.6812781106578631, 0.6289831885423458];java.awt.Color[r=0,g=0,b=0];1000.0;3.2321495416374173E-19;0.20239345665392497;5;52
[0.4750793640456704, 0.5872010273517125] | [0.3831472733665207, 0.43232428972288717];java.awt.Color[r=255,g=0,b=0];7.551599291176634E-97;2.2000325934961304E-94;0.12849354851463382;4;56
[0.0, 0.061821719837682906] | [0.6851766839552654, 0.9783636411836047];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368684385398286E-13;0.07190353454647673;3;166
[0.30317190767686963, 0.31594781605863687] | [0.9319059532110164, 0.7557683610214393];java.awt.Color[r=229,g=178,b=146];164.15920977825476;414.7294869681298;0.003989689550220945;1;18
[0.41759477347272483, 0.5610394157201141] | [0.8102892752475762, 0.920514035422636];java.awt.Color[r=255,g=0,b=0];1.2371759218303481E-119;4.5321877936385054E-117;0.0580530389674897;3;156
[0.33174656898823207, 0.5071887883152408] | [0.31165250173374204, 0.4400267808119556];java.awt.Color[r=139,g=69,b=19];1.4517275121144696E-48;2.10984398427303E-46;0.050696183296019916;4;198
[0.1880517374355843, 0.3392089520419753] | [0.1946892348055085, 0.24118684580312352];java.awt.Color[r=139,g=69,b=19];999.9999999266605;2.259470219424603E-6;0.12670533987675442;5;80
[0.5006612449487916, 0.6257304088350311] | [0.7499531894524468, 0.696132555815641];java.awt.Color[r=255,g=0,b=0];1000.0;4.2266372469485617E-22;0.07208928942619142;3;78
[0.0, 1.0] | [0.6245494756362595, 1.0];java.awt.Color[r=255,g=255,b=0];4.9E-324;1.0E-323;0.0631998081596137;14;3554
[0.0, 0.6320076545650618] | [0.3748887749144154, 0.0];java.awt.Color[r=0,g=0,b=255];2.633578591508858E-22;1.9400695624115258E-20;0.028528935409797795;5;2142
[0.30862498751331563, 0.4380089799965215] | [0.6250072901621162, 0.310823821024267];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1368710205816182E-13;0.12346773944004953;8;360
[0.06132640200387663, 0.12506484481421415] | [0.25433491269190195, 0.8728125582619956];java.awt.Color[r=255,g=0,b=0];997.58135296;18.542960640000043;0.0021113020942661737;4;346
[0.5002652228322662, 0.4381681211056917] | [0.2509213302569842, 0.17535242248712335];java.awt.Color[r=255,g=255,b=255];999.9999501434097;0.0011094727305426513;0.3671546164130955;10;46
[0.7010305990760217, 0.7369944039844165] | [0.20320990718776172, 0.3137844664772133];java.awt.Color[r=229,g=178,b=146];999.9999017449131;0.002055169117338843;0.09739397366190183;4;50
[0.1880517374355843, 0.31492559054844466] | [0.2556033422097835, 0.2507841611239024];java.awt.Color[r=139,g=69,b=19];111.60000013367495;296.4000036537818;0.17954712360255642;1;6
[0.23122841714673656, 0.30829547889106285] | [0.6864239610923994, 0.6582333755901975];java.awt.Color[r=0,g=0,b=0];330.8450210530568;592.8697288483696;0.12897259812539594;2;26
[0.9467231100644635, 0.5852007584077925] | [0.12552811816434542, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.06568606905044232;7;416
[0.8130789131490623, 1.0] | [0.5619588780116405, 0.437035125144266];java.awt.Color[r=255,g=255,b=255];1000.0;9.75043602812542E-59;0.10028917112423352;5;250
[0.0, 0.06574274036135648] | [0.0, 0.309806032341663];java.awt.Color[r=255,g=0,b=0];1.3373344402520613E-26;1.1590237645357799E-24;0.025301503694665405;1;164
[0.5733565537869516, 0.31504723063513673] | [0.8115701751162202, 1.0];java.awt.Color[r=229,g=178,b=146];4.013736225494088E-46;5.833296647718071E-44;0.025002544347515084;3;430
[0.5119701107425788, 0.49065611890896393] | [0.5601686974364775, 0.619777428620377];java.awt.Color[r=255,g=0,b=0];931.4478207999999;257.0126976;0.003671785219887906;1;18
[0.1872224673215863, 0.24151761365479082] | [0.7670369884134336, 0.7531918500605889];java.awt.Color[r=229,g=178,b=146];888.7315279529378;305.0359409554489;0.0011760281722745145;1;6
[0.7509459274855583, 0.0] | [0.3139287700156979, 0.0];java.awt.Color[r=0,g=0,b=255];1.767798242519266E-117;6.358181012346702E-115;0.04562174775245309;8;1986
